"order_id","customer_id","customer_email","customer_name","status","currency","payment_method","payment_method_title","date_created","date_paid","date_completed","order_total","order_subtotal","order_tax_total","order_shipping_total","order_discount_total","billing_first_name","billing_last_name","billing_email","billing_address_1","billing_address_2","billing_city","billing_state","billing_postcode","billing_country","billing_phone","shipping_first_name","shipping_last_name","shipping_email","shipping_address_1","shipping_address_2","shipping_city","shipping_state","shipping_postcode","shipping_country","shipping_phone","item_product_id","item_variant_id","item_title","item_quantity","item_price","item_total"
14,15,"chloé.leroy@email.example","Chloé Leroy","completed","EUR","bacs","Bank Transfer","2024-08-09T02:28:48.806Z","2024-08-09T13:16:23.029Z","2024-08-12T05:49:29.773Z",15167.95,12397.5,2727.45,43,0,"Chloé","Leroy","chloé.leroy@email.example","Rue de Nice 19","","Paris","","75001","FR","+33962684091","Chloé","Leroy","chloé.leroy@email.example","Rue de Nice 19","","Paris","","75001","FR","+33962684091",5,,,3,1050,3150
14,15,"chloé.leroy@email.example","Chloé Leroy","completed","EUR","bacs","Bank Transfer","2024-08-09T02:28:48.806Z","2024-08-09T13:16:23.029Z","2024-08-12T05:49:29.773Z",15167.95,12397.5,2727.45,43,0,"Chloé","Leroy","chloé.leroy@email.example","Rue de Nice 19","","Paris","","75001","FR","+33962684091","Chloé","Leroy","chloé.leroy@email.example","Rue de Nice 19","","Paris","","75001","FR","+33962684091",66,,,3,1402.5,4207.5
15,16,"leonardo.costa@email.example","Leonardo Costa","completed","EUR","bacs","Bank Transfer","2023-11-06T03:00:50.278Z","2023-11-06T09:25:08.774Z","2023-11-11T09:45:07.516Z",13320.1,10905,2399.1,16,0,"Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780","Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780",46,,,2,1200,2400
15,16,"leonardo.costa@email.example","Leonardo Costa","completed","EUR","bacs","Bank Transfer","2023-11-06T03:00:50.278Z","2023-11-06T09:25:08.774Z","2023-11-11T09:45:07.516Z",13320.1,10905,2399.1,16,0,"Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780","Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780",3,,,2,1890,3780
15,16,"leonardo.costa@email.example","Leonardo Costa","completed","EUR","bacs","Bank Transfer","2023-11-06T03:00:50.278Z","2023-11-06T09:25:08.774Z","2023-11-11T09:45:07.516Z",13320.1,10905,2399.1,16,0,"Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780","Leonardo","Costa","leonardo.costa@email.example","Via Palermo 27","","Bologna","","90100","IT","+39194583780",84,,,2,2362.5,4725
16,17,"hugo.leroy@email.example","Hugo Leroy","completed","EUR","bacs","Bank Transfer","2025-05-24T03:39:34.002Z","2025-05-24T21:47:56.459Z","2025-05-28T00:00:29.843Z",2121.88,1704,374.88,43,0,"Hugo","Leroy","hugo.leroy@email.example","Rue de Lille 29","","Marseille","","31000","FR","+33910120999","Hugo","Leroy","hugo.leroy@email.example","Rue de Lille 29","","Marseille","","31000","FR","+33910120999",24,,,2,312,624
16,17,"hugo.leroy@email.example","Hugo Leroy","completed","EUR","bacs","Bank Transfer","2025-05-24T03:39:34.002Z","2025-05-24T21:47:56.459Z","2025-05-28T00:00:29.843Z",2121.88,1704,374.88,43,0,"Hugo","Leroy","hugo.leroy@email.example","Rue de Lille 29","","Marseille","","31000","FR","+33910120999","Hugo","Leroy","hugo.leroy@email.example","Rue de Lille 29","","Marseille","","31000","FR","+33910120999",79,,,1,1080,1080
17,19,"noah.garcia@email.example","Noah Garcia","completed","EUR","bacs","Bank Transfer","2024-05-21T21:40:26.914Z","2024-05-21T23:04:43.264Z","2024-05-25T22:26:48.188Z",10372.2,9247.5,2034.45,15,924.75,"Noah","Garcia","noah.garcia@email.example","Bristol Street 25","","Liverpool","","CF1 1AA","GB","+44315967483","Noah","Garcia","noah.garcia@email.example","Bristol Street 25","","Liverpool","","CF1 1AA","GB","+44315967483",66,,,3,1402.5,4207.5
17,19,"noah.garcia@email.example","Noah Garcia","completed","EUR","bacs","Bank Transfer","2024-05-21T21:40:26.914Z","2024-05-21T23:04:43.264Z","2024-05-25T22:26:48.188Z",10372.2,9247.5,2034.45,15,924.75,"Noah","Garcia","noah.garcia@email.example","Bristol Street 25","","Liverpool","","CF1 1AA","GB","+44315967483","Noah","Garcia","noah.garcia@email.example","Bristol Street 25","","Liverpool","","CF1 1AA","GB","+44315967483",87,,,3,1680,5040
18,20,"francesco.romano@email.example","Francesco Romano","completed","EUR","bacs","Bank Transfer","2024-02-12T05:52:24.892Z","2024-02-12T23:35:46.940Z","2024-02-13T21:20:47.746Z",21266.47,17413.5,3830.97,22,0,"Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356","Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356",66,,,3,1402.5,4207.5
18,20,"francesco.romano@email.example","Francesco Romano","completed","EUR","bacs","Bank Transfer","2024-02-12T05:52:24.892Z","2024-02-12T23:35:46.940Z","2024-02-13T21:20:47.746Z",21266.47,17413.5,3830.97,22,0,"Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356","Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356",8,,,2,2775,5550
18,20,"francesco.romano@email.example","Francesco Romano","completed","EUR","bacs","Bank Transfer","2024-02-12T05:52:24.892Z","2024-02-12T23:35:46.940Z","2024-02-13T21:20:47.746Z",21266.47,17413.5,3830.97,22,0,"Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356","Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356",53,,,3,2160,6480
18,20,"francesco.romano@email.example","Francesco Romano","completed","EUR","bacs","Bank Transfer","2024-02-12T05:52:24.892Z","2024-02-12T23:35:46.940Z","2024-02-13T21:20:47.746Z",21266.47,17413.5,3830.97,22,0,"Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356","Francesco","Romano","francesco.romano@email.example","Via Roma 85","","Bari","","80100","IT","+39634861356",35,,,2,588,1176
19,21,"elijah.miller@email.example","Elijah Miller","completed","EUR","bacs","Bank Transfer","2024-05-21T23:54:09.824Z","2024-05-22T01:05:14.470Z","2024-05-26T22:31:57.878Z",5745.6,5130,1128.6,0,513,"Elijah","Miller","elijah.miller@email.example","Leeds Street 18","","Manchester","","EH1 1AA","GB","+44941670021","Elijah","Miller","elijah.miller@email.example","Leeds Street 18","","Manchester","","EH1 1AA","GB","+44941670021",47,,,3,1350,4050
19,21,"elijah.miller@email.example","Elijah Miller","completed","EUR","bacs","Bank Transfer","2024-05-21T23:54:09.824Z","2024-05-22T01:05:14.470Z","2024-05-26T22:31:57.878Z",5745.6,5130,1128.6,0,513,"Elijah","Miller","elijah.miller@email.example","Leeds Street 18","","Manchester","","EH1 1AA","GB","+44941670021","Elijah","Miller","elijah.miller@email.example","Leeds Street 18","","Manchester","","EH1 1AA","GB","+44941670021",79,,,1,1080,1080
20,22,"arthur.petit@email.example","Arthur Petit","completed","EUR","bacs","Bank Transfer","2025-06-24T03:15:53.754Z","2025-06-24T03:16:57.001Z","2025-06-30T06:33:43.750Z",3822.87,3133.5,689.37,0,0,"Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714","Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714",51,,,1,652.5,652.5
20,22,"arthur.petit@email.example","Arthur Petit","completed","EUR","bacs","Bank Transfer","2025-06-24T03:15:53.754Z","2025-06-24T03:16:57.001Z","2025-06-30T06:33:43.750Z",3822.87,3133.5,689.37,0,0,"Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714","Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714",28,,,2,253.5,507
20,22,"arthur.petit@email.example","Arthur Petit","completed","EUR","bacs","Bank Transfer","2025-06-24T03:15:53.754Z","2025-06-24T03:16:57.001Z","2025-06-30T06:33:43.750Z",3822.87,3133.5,689.37,0,0,"Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714","Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714",98,,,1,1470,1470
20,22,"arthur.petit@email.example","Arthur Petit","completed","EUR","bacs","Bank Transfer","2025-06-24T03:15:53.754Z","2025-06-24T03:16:57.001Z","2025-06-30T06:33:43.750Z",3822.87,3133.5,689.37,0,0,"Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714","Arthur","Petit","arthur.petit@email.example","Rue de Toulouse 77","","Lille","","33000","FR","+33376251714",20,,,2,252,504
21,23,"giorgia.esposito@email.example","Giorgia Esposito","completed","EUR","bacs","Bank Transfer","2025-05-20T21:26:11.153Z","2025-05-21T09:07:54.450Z","2025-05-21T19:34:59.708Z",3329,2700,594,35,0,"Giorgia","Esposito","giorgia.esposito@email.example","Via Napoli 10","","Firenze","","70100","IT","+39499642460","Giorgia","Esposito","giorgia.esposito@email.example","Via Napoli 10","","Firenze","","70100","IT","+39499642460",47,,,2,1350,2700
22,24,"ava.jones@email.example","Ava Jones","completed","EUR","bacs","Bank Transfer","2023-12-27T13:21:08.552Z","2023-12-28T13:08:06.559Z","2024-01-03T12:15:01.051Z",6350.4,5670,1247.4,0,567,"Ava","Jones","ava.jones@email.example","Liverpool Street 78","","Sheffield","","G1 1AA","GB","+44988188066","Ava","Jones","ava.jones@email.example","Liverpool Street 78","","Sheffield","","G1 1AA","GB","+44988188066",26,,,3,1890,5670
23,25,"matteo.rossi@email.example","Matteo Rossi","completed","EUR","bacs","Bank Transfer","2024-09-07T04:10:29.038Z","2024-09-07T06:10:19.741Z","2024-09-14T06:10:06.302Z",8955.654,7340.7,1614.954,0,0,"Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537","Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537",72,,,3,209.4,628.2
23,25,"matteo.rossi@email.example","Matteo Rossi","completed","EUR","bacs","Bank Transfer","2024-09-07T04:10:29.038Z","2024-09-07T06:10:19.741Z","2024-09-14T06:10:06.302Z",8955.654,7340.7,1614.954,0,0,"Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537","Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537",23,,,1,243.75,243.75
23,25,"matteo.rossi@email.example","Matteo Rossi","completed","EUR","bacs","Bank Transfer","2024-09-07T04:10:29.038Z","2024-09-07T06:10:19.741Z","2024-09-14T06:10:06.302Z",8955.654,7340.7,1614.954,0,0,"Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537","Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537",32,,,1,393.75,393.75
23,25,"matteo.rossi@email.example","Matteo Rossi","completed","EUR","bacs","Bank Transfer","2024-09-07T04:10:29.038Z","2024-09-07T06:10:19.741Z","2024-09-14T06:10:06.302Z",8955.654,7340.7,1614.954,0,0,"Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537","Matteo","Rossi","matteo.rossi@email.example","Via Napoli 71","","Milano","","40100","IT","+39106259537",16,,,3,2025,6075
24,29,"lucas.dubois@email.example","Lucas Dubois","completed","EUR","bacs","Bank Transfer","2024-08-03T05:46:17.717Z","2024-08-04T00:05:54.303Z","2024-08-04T04:50:42.937Z",14447.4,12870,2831.4,33,1287,"Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796","Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796",88,,,2,675,1350
24,29,"lucas.dubois@email.example","Lucas Dubois","completed","EUR","bacs","Bank Transfer","2024-08-03T05:46:17.717Z","2024-08-04T00:05:54.303Z","2024-08-04T04:50:42.937Z",14447.4,12870,2831.4,33,1287,"Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796","Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796",7,,,3,1740,5220
24,29,"lucas.dubois@email.example","Lucas Dubois","completed","EUR","bacs","Bank Transfer","2024-08-03T05:46:17.717Z","2024-08-04T00:05:54.303Z","2024-08-04T04:50:42.937Z",14447.4,12870,2831.4,33,1287,"Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796","Lucas","Dubois","lucas.dubois@email.example","Rue de Lille 72","","Paris","","69001","FR","+33879001796",2,,,3,2100,6300
